         410855 function calls (410654 primitive calls) in 15.591 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\parallel.py:111(_get_config_param)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\warnings.py:488(__exit__)
        5    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:514(put)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_construct.py:203(<listcomp>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_methods.py:58(_any)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\warnings.py:441(__init__)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:378(isfunction)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       18    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:548(<genexpr>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:200(<listcomp>)
       24    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 Z:\Python311\Lib\enum.py:1257(value)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:282(_screen_shape_wrapper)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:1153(_comparable)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\multiprocessing\synchronize.py:97(__exit__)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\optimize\_lsq\least_squares.py:103(<genexpr>)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:132(_unpack_tuple)
       11    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1085(has_sorted_indices)
       19    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\multiarray.py:107(empty_like)
        1    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        7    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:96(to_native)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:91(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
        3    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\ma\core.py:6732(isMaskedArray)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:729(_is_extension_array_dtype)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_array_api.py:231(_is_numpy_namespace)
       15    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:543(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:103(row)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       10    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\getlimits.py:493(__new__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:560(<dictcomp>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:898(copy)
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
       10    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\linalg\_misc.py:181(_datacopied)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\nn\modules\utils.py:42(<listcomp>)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:17(__init__)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:226(__init__)
       13    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3519(_ndim_dispatcher)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:553(<listcomp>)
       10    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:217(commit_frame)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:557(<dictcomp>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:538(<listcomp>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_array_api.py:154(_single_array_device)
       17    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2726(default)
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_sorted_indices}
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:681(_check_estimator_name)
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2333(_sum_dispatcher)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\deprecation.py:129(_deprecate_force_all_finite)
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\_parallel_backends.py:649(effective_n_jobs)
        7    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\multiarray.py:1098(copyto)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:240(<genexpr>)
       11    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:3015(parameters)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:206(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\extmath.py:933(<listcomp>)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_shape_base_impl.py:1277(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:540(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:1587(isspmatrix)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_threadsafety.py:37(__exit__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\optimize\_minpack_py.py:510(_lightweight_memoizer)
       10    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:605(persistent_id)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:335(whichmodule)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\__init__.py:146(_DType_reduce)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:139(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:241(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1900(_ravel_dispatcher)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2584(_all_dispatcher)
        3    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:550(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\optimize\_minpack_py.py:537(_wrap_func)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2814(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\multiarray.py:459(lexsort)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\linalg\_linalg.py:128(isComplexType)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\shape_base.py:17(_atleast_1d_dispatcher)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2014(_nonzero_dispatcher)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        3    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:310(is_satisfied_by)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\multiarray.py:180(concatenate)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:1365(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        4    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        2    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_array_api.py:127(_check_array_api_dispatch)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:119(col)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:205(__init__)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_twodim_base_impl.py:437(_trilu_dispatcher)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_shape_base_impl.py:1200(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2730(annotation)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:206(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\notebook.py:272(close)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2118(shape)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\multiarray.py:383(where)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1530(_resize_dispatcher)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:140(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\_jit_internal.py:101(is_scripting)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_csc.py:145(_swap)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_tags.py:133(<lambda>)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\layouts.py:231(_get_optimize_layout_euclidean_single_epoch_fn)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numeric.py:642(_flatnonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numba\np\ufunc\parallel.py:570(snt_check)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:212(end_framing)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\shape_base.py:76(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1126(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:105(_take_dispatcher)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\matrixlib\defmatrix.py:259(_collapse)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1247(_argmax_dispatcher)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3185(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3323(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\function_base.py:20(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:5640(_append_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:149(shape)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numeric.py:207(_ones_like_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2472(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3047(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3730(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\linalg\_linalg.py:2571(_norm_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:894(_copy_dispatcher)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\_base.py:643(__enter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2114(_shape_dispatcher)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:1301(<lambda>)


